CP Num,Title,System,Component,Item,Description,Solution
"2469","Black or Hung screen with icon in upper left corne","NA-GBMS Hardware","THINCLIENT","HP","CP2469  How to close my black screen, or screen (POS, DR, etc) that is just hung up, unable to move cursor, or save doc, etc..  My task bar on the black screen shows it is POS, DR, or some other application.","Right click the tab in the taskbar at the bottom of the screen and select CLOSE.  It will close the screen. Then try to load the page again. If the message appears about session already in use. Have caller go to T1, then click Admin on the Homepage and go to Reset Terminals. Click reset for the terminal having the issue."
"2474","How to print Rebate forms","NA-GBMS 3","POINT OF SALE","DOC TOTAL","CP2474  Why is the rebate form not printing for the current sale event?","To see if the Tire Qualifies for the rebate.  Sign into the location and at the plus prompt type:  Select * from rebate.  This will list the Tire Brands and dates of the rebate.

Sale must be for a minimum Qty of 4 tires on any qualified tire.  Cannot be COB 1.

On Home Page Click on Sales>Sales aid > search for tire.   Put a check in the Tire Line you want to choose and click on the Tire Product Code.  This will take you to the Tire Package screen.  Click on Details next to the Rebate message in Green.  Another window will open with the rebate info.  Print the rebate offer."
"2475","Invoice search-over 90 days old","NA-GBMS Tire HQ","FINANCIAL","CUSTOMER ACCOUNTING","CP2475 How to print invoices that are greater than 90 days old, or ones that were deleted from Tire-HQ?


Modified 11/15/2007""","""For Invoices older than 90 days:

1.  Go to Financial > Invoices
2.  Click on Search link
3.  Click on radio button """"Search for specific Invoice greater than 90 days old""""
4.  Click on the drop down menu in """"Customer#"""" field, and select the non-sig number the Invoice was issued against.
5.  Type in the Invoice number OR Source Document number
6.  Click on the Drop down menu in """"Invoice Date MONTH"""" field, and select the month issued.
7.  Click on the Drop down menu in """"Invoice Date YEAR"""" field, and select the year issued.
8.  Click the Search button (the results will display)
9.  Click the Invoice number (Adobe will launch)
10.  Click on the printer icon located in the upper left corner of the Adobe screen, then select OK to send document(s) to your printer."""
"2478","Roadside assistance Q's","NA-GBMS Tire HQ","","","CP2478 Users need assistance in processing Roadside service calls (4 Tires-Now) thru the New Call process.","""Encourage users to first view the On-Line viewlet located in the """"New"""" link in the Roadside Service Call Reports sub menu.  It is also located in Commercial>Commercial Help.
Advise users that they can quickly access the New call reports Transactions>Roadside Service Call  Reports on Tire-HQ home page.
If you are able to resolve their problem , close the EA report after detailed info is supplied.
**If you are unable to resolve the issue, please update the EA report with detailed information, then transfer to XPLOR."""
"2484","4TN-Invalid Call number","NA-GBMS Tire HQ","TRANSACTIONS","DELIVERIES","CP2484 User is attempting to process a road service (breakdown) call and are getting the message ""Invalid Call Number"" when creating a document through Sales.","""Have the user click on Commercial.Roadside Service calls.  If they locate the call there, have them select it & finish it.  If the call is not listed there ...
Need to ask the following question:
""""Did Interstar call your location to service this breakdown?""""
NO - If the answer is no (meaning the driver called them direct, or their company did), they DO NOT mark this call as a 4 Tires Now call.  There will not be a Roll time, date or call # associated with this.
YES - If Interstar called them, gave them a call# ect ... see if this user can access every nonsig in their common ownership.  If they can, send the report back to XPLOR to analyze.  If not, have the UA sign on & see if they can see the call.  Send back to Xplor if the UA cannot locate the call."""
"2490","GS Credit Card Approvals invalid","NA-GBMS 3","POINT OF SALE","WORK ORDER","CP2490   Why is my GS approval number for credit card sales  coming up invalid on POS for my Govt local billing?","Per Debbie Freer in Govt accounts, All GS credit card approvals were removed from all States as of Feb 1, 2006.  The commission has been increased slightly to accomodate this change."
"2498","G874 Corrections","NA-GBMS 3","INV ADMIN","G874","CP2498  How do I handle corrections after Physical Inventory is finalized? G874","""Company owned locations must use the G874 Corrections option to make adjustments to screen and/or book.
Advise the user to review the G874 letter in RIC (Retail operation center) thoroughly first, available via retail stores info area (Semi Annual Physical Inventory-G874 corrections).
If their issue is still unresolved, get as much as possible regarding the product code or part # entries on all segments of the original postings to inventory and refer call to Support Level 2 for assistance."""
"2499","Replace User Admin at Dlr","NA-GBMS Tire HQ","ENROLL","ENROLL","CP2499 The current User Administrator is no longer working for this dealership, or needs to be replaced by someone else. (If this is a company owned location, use CP1080)

Existing Username for new admin:
New User Admin's
	first & last name (confirm spelling):
	email address:
	phone number:

Owners name & number OR Goodyear Rep's name, User ID (A#, can be found on the phone book on GO), and phone number","""1. Get information from the caller requested in the Description:
2.  Advise caller that this request will be initiated.
3.  Transfer the ticket to Tire-HQ advising other details if given.

Lvl2:
1. Contact the Owner listed in WAD screen 2 using the number listed on screen 1 of WAD (Or manager of the location if it's a large corporation.) and confirm that this is the name/number supplied above.
2. Confirm the # of customers (nonsigs) user will need access to
3. Inform the owner/manager that they will be setup & emailed their username & password
4. Send out email notification
5. If the prior User Administrator is to be deleted ... then delete them at this time.

Modified
8/18/2015
04/29/2010 - MEP
10/17/2007"
"2508","GEO Code Requirement","NA-GBMS Tire HQ","TRANSACTIONS","DELIVERIES","CP2508 Problem- I have a  new field to fill out when I click Delivery out of State (City, or County )- Yes.  How do I get the GEO code for the city's GEO Code?""","""A GEO Code will now be required for all deliveries made out of state for some, and for others, a GEO code will be required even if they deliver it out of their city. (This is used for Tax billing purposes) Recomend they watch the GEO training Viewlet.

First confirm that the delivery took place outside of their building.  If a customer is from Wala Wala Wa., and the service was performed INSIDE their dealership, then the question will be answered  NO.
States are broken down into two types - Origin & Destination.
For dealers residing in an Origin state, a delivery is considered """"out of state"""" when it is delivered outside of their state/province.
For dealers residing in a Destination state, a delivery is considered """"out of state"""" when it is delivered:
- outside of their state/province
- outside of their city
- or outside of their county
To get the GEO code for out of State/City, or county
1. Click on the Search button
2. Type in one or any of the following City/State/Zip/County (if applicable)
3. Hit Search.
4. Select the proper line, and value will be filled in automatically!"""
"2509","Voyager #8579","NA-GBMS 3","DELIVERY RECEIPTS","75","CP2509 NA #8579 Voyager  (non-government billing)","WHEN PROVIDING ESTIMATE FOR AUTHORIZATION PURPOSES USE GOODYEAR B300 PRICING.
Service Card Number(15 digit card number)
   Copy the embossed 15 digit card number exactly as it appears on the service card
Need the name and address of Client's Firm making the Purchase
You MUST obtain an Authorization Number by calling the Voyager authorization line TOLL FREE 800/987-6589

NOTE: TIRES FOR FEDERAL OR STATE/LOCAL GOVERNMENT AGENCIES CAN NOT BE BILLED OR PROCESSED THROUGH THE VOYAGER CARD.  EFFECTIVE 11/30/08, GSA NOW PROCESSES THROUGH WRIGHT EXPRESS (WEX) BILLING PROGRAM USING MASTERCARD ON POS.  SEE COMMON PROBLEM 2221."
"2524","EOD IS RUNNING ... please wait","NA-GBMS 3","END OF DAY","EOD CUTOFF","CP2524  End of Day IS RUNNING ... please wait (EOD)","""Telnet into location
Go to 'Plus' menu
choose option '9' - UTILITIES MENU
choose option '4' - SYSIPL
Location Console will show 'ok', click ok, reboot will start.

When system finishes reboot it will give them one of the following messages:
End of day processing completing
OR
End of Day did not complete - Previous day's business will be combined with today's business.

If they receive the second message, please encourage user to run their end of day right away to keep the two days of business separate.  Otherwise, they can wait until they run their next eod and combine the data.

IF THIS IS A RETAIL STORE, STRONGLY EMPHASIZE THE NEED TO RUN THEIR EODCO BEFORE DOING ANY NEW BUSINESS.  ESPECIALLY IF THIS IS A RETAIL STORE AND IT IS TIME TO FINALIZE HOURS WORKED, THAT MUST BE DONE BEFORE ANY NEW BUSINESS ON FRIDAY MORNING.

IF ... problem not resolved, send report to Level 3 bucket."""
"2525","Error on message file.  Notify support ... when sy","NA-GBMS 3","MAINTENANCE","MAINTENANCE","CP2525  'Error on msg file - notify support' when system comes up","""At #, type:  view /logfile    enter.

Packet writer error will resemble the following:
SELECT-PGMFILE  ORA-12571: TNS:  PACKET WRITER FAILURE

To fix the packet writer failure issue:
1.  At #, type:  sysipl    Enter.  (SYSIPL will correct the situation and refresh system.  Otherwise, the location will continue to get this error until they are unable to do much of anything.)
2.  If problem persists or repeat reports made from same locations after following #1, update report and forward to Support 2."""
"2529","Electronic Dep for Non CC Trans","NA-GBMS 3","A/R","AR PAYMENTS","CP2529  How do I enter an Electronic deposit I got for Sonsio, since I cannot process it under AR Payments/Direct Deposit because I do NOT have a card type for Sonsio, Acct 00068?  This could possibly be for other non credit card Electronic deposits as well.","""The location would issue an AR JT under  (ex) acct 00068 (SONSIO).  It will come up and ask reason for issuance.  They would enter electronic deposit.
The first accounting code  to come up would be 10100  They would  credit ( - ) the dollar amount they need to deposit and enter.  Then a blank acctg code field would come up.  they would enter in 10000 and tab to the amount and enter a debit  ( + ) amount to balance out the credit.  Then F7 to print. If asks for a due date, press F7 again.   This will put a credit line on the AR account.(00068)  They would go out to ARPAYMENTS, cash check receipt, enter the account (00068) then press enter.  Cursor will be on check #, press enter.  it will fill in 0's and go to the line field.  They will scroll down to look for the credit line they created via the JT.  Enter the line number and F2 and that will put that money in  APP (right side of screen) so they can apply it to their lines.   Apply to required lines and print.   JT will NOT affect the cash on their EOD.""
Link to Procedures Manual    Notes://AHQNA004/85256BDF004F160E/DA70DABF23CCDAA985256761006A3A10/6A7436495B46434685256DBF00524CCC"
"2532","Triad Catalog Unavailable","NA-GBMS 3","TRIAD PARTS CAT","TRIAD PARTS CAT","CP2532  I just successfully loaded by current Triad CD and now when I go into POS or DR, getting message ""Triad Catalog Unavailable"".  Why?","""THE FIX:
 cat /u/triad/VOL.DAT   (this shows what month triad loaded)

Then do:
 cd /u/triad

then:
run_monthly

to get out of /u/triad directory:
type cd, then space and enter, then exit."""
"2536","NA#8433 UPS","NA-GBMS 3","DELIVERY RECEIPTS","75","CP2536  NA 8433 United Parcel Service, Inc
What do I enter for the Region #?""","""If the location does not have a valid region # have them call:
Laura Lykins @ 330-796-5052.  This was her request.  She said this NA is getting billed incorrectly to often.""
Note:  called Laura on 2/6/09 ... she would like us to keep this CP for reference."
"2539","TRIAD - Costing of Part","NA-GBMS 3","TRIAD PARTS CAT","TRIAD PARTS CAT","CP2539  Problem costing part in TRIAD","""Telnet into dealer location.
1)  At #, type:  loadlog   ENTER
2)  At GBMS, press ENTER
3)  From GBMS Main Menu, select Product Administration.
4)  Select TRIAD Maintenance option 7.
5)  Select the Mfg LineCode Setup.
6)  Page down to the mfg in question (i.e. AIRTEX)
7)  Type in the line # for Airtex, ENTER.
8)  Page down to the catalog for the part in question (i.e. New Water Pump).
9)  Look at the last column on that line.  If it is blank, the mfg has dropped the catalog so TRIAD did not publish it.  YOU need to contact TRIAD 1800-338-7423 ext 6411 catalog dept and report the problem.  (current contact is Doreen Slater).
10)  The Dealer will need to bill the item using the price of the part on the invoice from the parts house from which the part was obtained.  (This solution does not apply to PIMS users.)"""
